SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Ranch,5015 Silverado Trl,Napa,CA,94558,2650000,2,2.0,Napa,1650,107593,1963,19,1606,,Active,,,http://www.redfin.com/CA/Napa/5015-Silverado-Trl-94558/home/12205692,BAREIS,22028818,N,Y,38.3728063,-122.2975745
MLS Listing,,Mobile/Manufactured Home,1700 Pueblo Ave,Napa,CA,94558,80000,1,1.0,Napa,600,,2017,20,133,,Active,,,http://www.redfin.com/CA/Napa/1700-Pueblo-Ave-94558/home/143292580,BAREIS,22029256,N,Y,38.3159902,-122.3047059
MLS Listing,,Ranch,5185 Big Ranch Rd,Napa,CA,94558,6275000,3,3.5,Napa,3241,336283,1906,21,1936,,Active,,,http://www.redfin.com/CA/Napa/5185-Big-Ranch-Rd-94558/home/173901892,BAREIS,22029040,N,Y,38.370599,-122.318133
MLS Listing,,Ranch,2035 Cuttings Wharf Rd,Napa,CA,94559,6950000,3,2.0,Napa,4009,494842,1920,21,1734,,Active,,,http://www.redfin.com/CA/Napa/2035-Cuttings-Wharf-Rd-94559/home/173896680,BAREIS,22027819,N,Y,38.2430163,-122.3152055
MLS Listing,,Single Family Residential,2103 1st Ave,Napa,CA,94558,1890000,5,2.5,Napa,2484,43560,1949,25,761,,Active,,,http://www.redfin.com/CA/Napa/2103-First-Ave-94558/home/12216082,BAREIS,22028517,N,Y,38.308821,-122.256679
MLS Listing,,Multi-Family (2-4 Unit),1614 B St,Napa,CA,94559,1029000,4,4.0,Napa,2086,6081,1988,25,493,,Active,,,http://www.redfin.com/CA/Napa/1614-B-St-94559/home/12186735,BAREIS,22028906,N,Y,38.3018983,-122.2972644
MLS Listing,,Single Family Residential,4044 Sonoma Hwy #2,Napa,CA,94559,2995000,3,3.5,Napa,2522,4835,2005,25,1188,742,Active,,,http://www.redfin.com/CA/Napa/4044-Sonoma-Hwy-94559/unit-2/home/12224130,BAREIS,22028924,N,Y,38.2556422,-122.3328746
MLS Listing,,Single Family Residential,1185 Lokoya Rd,Napa,CA,94558,749000,2,2.0,Napa,1065,60113,1935,26,703,,Active,,,http://www.redfin.com/CA/Napa/1185-Lokoya-Rd-94558/home/17246623,BAREIS,22028509,N,Y,38.3720349,-122.425433
MLS Listing,,Single Family Residential,4048 Sonoma Hwy #4,Napa,CA,94559,3150000,3,3.5,Napa,2522,4879,2007,27,1249,742,Active,,,http://www.redfin.com/CA/Napa/4048-Sonoma-Hwy-94559/unit-4/home/21831386,BAREIS,22028443,N,Y,38.255411,-122.3324738
MLS Listing,,Single Family Residential,9138 Steele Canyon Rd,Napa,CA,94558,900000,2,1.5,Berryessa,1344,1742400,2016,28,670,,Active,,,http://www.redfin.com/CA/Napa/9138-Steele-Canyon-Rd-94558/home/95470151,BAREIS,22028803,N,Y,38.465973,-122.1861144
MLS Listing,,Condo/Co-op,588 Main St #220,Napa,CA,94559,925000,1,1.0,Napa,948,889,2009,31,976,486,Active,,,http://www.redfin.com/CA/Napa/588-Main-St-94559/unit-220/home/28893428,BAREIS,22028020,N,Y,38.2969238,-122.2830398
MLS Listing,,Single Family Residential,2160 Marin St,Napa,CA,94559,949900,4,2.0,Napa,1814,4922,1987,33,524,,Active,,,http://www.redfin.com/CA/Napa/2160-Marin-St-94559/home/12186450,BAREIS,22028608,N,Y,38.3059467,-122.2996121
MLS Listing,,Multi-Family (2-4 Unit),2160 2162 Marin St #2,Napa,CA,94559,949900,4,2.0,Napa,1814,4922,1987,33,524,,Active,,,http://www.redfin.com/CA/Napa/2162-Marin-St-94559/unit-2/home/173789891,BAREIS,22028601,N,Y,38.3059231,-122.2996253
MLS Listing,,Single Family Residential,1966 Pine St,Napa,CA,94559,859000,2,2.5,Napa,1864,6673,,33,461,,Active,,,http://www.redfin.com/CA/Napa/1966-Pine-St-94559/home/12188815,BAREIS,22028019,N,Y,38.2914316,-122.2955811
MLS Listing,,Vacant Land,0 berryessa Dr,Napa,CA,94558,69000,,,Berryessa,,9265,,33,,,Active,,,http://www.redfin.com/CA/Unknown/Berryessa-Dr-94558/home/114065730,BAREIS,22028480,N,Y,38.607029,-122.279701
MLS Listing,,Single Family Residential,1158 Broadmoor Dr,Napa,CA,94558,945000,4,2.0,Napa,2103,10019,1968,35,449,,Active,,,http://www.redfin.com/CA/Napa/1158-Broadmoor-Dr-94558/home/12206533,BAREIS,22026584,N,Y,38.3158307,-122.3455138
MLS Listing,,Single Family Residential,1002 Wyatt Ave,Napa,CA,94559,1050000,3,2.0,Napa,1173,9129,1957,35,895,,Active,,,http://www.redfin.com/CA/Napa/1002-Wyatt-Ave-94559/home/12212465,BAREIS,22028379,N,Y,38.2917025,-122.2691771
MLS Listing,,Condo/Co-op,596 Rainbow Dr,Napa,CA,94558,585000,2,2.5,Napa,1587,3049,1981,37,369,497,Active,,,http://www.redfin.com/CA/Napa/596-Rainbow-Dr-94558/home/12210981,BAREIS,22027034,N,Y,38.319063,-122.283322
MLS Listing,,Single Family Residential,4048 Old Sonoma Hwy #9,Napa,CA,94559,3400000,3,3.5,Napa,2400,,2006,37,1417,742,Active,,,http://www.redfin.com/CA/Napa/4048-Old-Sonoma-Hwy-94559/unit-9/home/173767176,BAREIS,22028291,N,Y,38.2550278,-122.3360387
MLS Listing,,Single Family Residential,2089 1st Ave,Napa,CA,94558,1775000,3,2.5,Napa,1964,133729,1963,37,904,,Active,,,http://www.redfin.com/CA/Napa/2089-First-Ave-94558/home/12216084,BAREIS,22027693,N,Y,38.308441,-122.258457
MLS Listing,,Single Family Residential,116 Parkview Ln,Napa,CA,94558,495000,3,2.0,Berryessa,1428,11761,1984,38,347,,Active,,,http://www.redfin.com/CA/Napa/116-Parkview-Ln-94558/home/12198201,BAREIS,22026625,N,Y,38.5069064,-122.1951578
MLS Listing,,Single Family Residential,1239 Darling St,Napa,CA,94558,1249000,4,2.0,Napa,1420,23958,1954,39,880,,Active,,,http://www.redfin.com/CA/Napa/1239-Darling-St-94558/home/12204750,BAREIS,22028200,N,Y,38.3404302,-122.3103309
MLS Listing,,Condo/Co-op,363 Pear Tree Ter Unit E,Napa,CA,94558,583000,3,3.0,Napa,1472,1307,2020,39,396,286,Active,,,http://www.redfin.com/CA/Napa/Unknown-94558/unit-E/home/172772492,BAREIS,22028189,N,Y,38.321963,-122.289832
MLS Listing,,Single Family Residential,5 White Tail Dr,Napa,CA,94558,925000,3,2.0,Napa,1988,8138,1993,39,465,,Active,,,http://www.redfin.com/CA/Napa/5-White-Tail-Dr-94558/home/12201627,BAREIS,22028151,N,Y,38.3437311,-122.3285991
MLS Listing,,Single Family Residential,553 555 Seymour St,Napa,CA,94559,995000,4,2.0,Napa,1696,6534,,40,587,,Active,,,http://www.redfin.com/CA/Napa/555-Seymour-St-94559/home/173636348,BAREIS,22028077,N,Y,38.2937506,-122.2985047
MLS Listing,,Single Family Residential,3 Ridgecrest Ct,Napa,CA,94558,768000,3,2.0,Circle Oaks,2800,10890,1992,40,274,25,Active,,,http://www.redfin.com/CA/Napa/3-Ridgecrest-Ct-94558/home/12200852,BAREIS,22027117,N,Y,38.4095163,-122.2155958
MLS Listing,,Vacant Land,0 Circle Oaks Dr #94,Napa,CA,94558,25000,,,Circle Oaks,,9997,,41,,33,Active,,,http://www.redfin.com/CA/Napa/380-Circle-Oaks-Dr-94558/unit-94/home/173736112,BAREIS,22027747,N,Y,38.4139752,-122.2174963
MLS Listing,,Ranch,1075 Shadybrook Ln,Napa,CA,94558,8988000,5,3.5,Napa,3995,204732,2012,41,2250,,Active,,,http://www.redfin.com/CA/Napa/1075-Shadybrook-Ln-94558/home/12216349,BAREIS,22027584,N,Y,38.29558,-122.2192751
MLS Listing,,Vacant Land,0 Sorrel Ct #152,Napa,CA,94558,35000,,,Circle Oaks,,10163,,41,,33,Active,,,http://www.redfin.com/CA/Unknown/Sorrell-Ct-94558/unit-152/home/173734512,BAREIS,22027743,N,Y,38.409596,-122.211848
MLS Listing,,Single Family Residential,557 Putah Creek Rd,Napa,CA,94558,449900,2,1.0,Berryessa,1835,16117,2008,41,245,,Active,,,http://www.redfin.com/CA/Napa/557-Putah-Creek-Rd-94558/home/12197996,BAREIS,22026653,N,Y,38.6058454,-122.2772851
MLS Listing,,Vacant Land,1167 Castle Oaks Dr,Napa,CA,94558,650000,,,Napa,,27443,,42,,444,Active,,,http://www.redfin.com/CA/Napa/1167-Castle-Oaks-Dr-94558/home/12219880,BAREIS,22027955,N,Y,38.3553002,-122.2573906
MLS Listing,,Condo/Co-op,588 Main St #314,Napa,CA,94559,1395000,2,2.0,Napa,1575,871,2009,42,886,600,Active,,,http://www.redfin.com/CA/Napa/588-Main-St-94559/unit-314/home/28893455,BAREIS,22027238,N,Y,38.2971617,-122.2833761
MLS Listing,,Vacant Land,0 Berry Ln,Napa,CA,94558,6250000,,,Napa,,668210,,42,,,Active,,,http://www.redfin.com/CA/Napa/442-Soscol-Ave-94559/home/173585579,BAREIS,22027927,N,Y,38.2900461,-122.2757147
MLS Listing,,Single Family Residential,2288 3rd St,Napa,CA,94559,987000,3,2.5,Napa,1704,5249,1925,42,579,,Active,,,http://www.redfin.com/CA/Napa/2288-3rd-St-94559/home/12189632,BAREIS,22027913,N,Y,38.2965985,-122.2993463
MLS Listing,,Mobile/Manufactured Home,58 Falcon Crest Cir,Napa,CA,94558,192000,2,2.0,Napa,1176,,1987,43,163,,Active,,,http://www.redfin.com/CA/Napa/58-Falcon-Crest-Cir-94558/home/12223539,BAREIS,22027828,N,Y,38.33633,-122.326362
MLS Listing,,Single Family Residential,1069 Shadybrook Ln,Napa,CA,94558,3495000,4,3.5,Napa,3936,80150,1984,44,888,,Active,,,http://www.redfin.com/CA/Napa/1069-Shadybrook-Ln-94558/home/12216350,BAREIS,22027813,N,Y,38.2951462,-122.2197848
MLS Listing,,Ranch,1203 Partrick Rd,Napa,CA,94558,1295000,3,2.0,Napa,1934,53631,1966,44,670,,Active,,,http://www.redfin.com/CA/Napa/1203-Partrick-Rd-94558/home/12214943,BAREIS,22027590,N,Y,38.3118435,-122.3515573
MLS Listing,,Single Family Residential,1015 Oakmont Ct,Napa,CA,94559,1299000,4,3.0,Napa,2935,8721,1985,45,443,,Active,,,http://www.redfin.com/CA/Napa/1015-Oakmont-Ct-94559/home/12212341,BAREIS,22027588,N,Y,38.2945243,-122.2666737
MLS Listing,,Single Family Residential,4372 Plass Dr,Napa,CA,94558,729000,3,2.0,Napa,1652,6443,1967,46,441,,Active,,,http://www.redfin.com/CA/Napa/4372-Plass-Dr-94558/home/12203490,BAREIS,22027562,N,Y,38.3411477,-122.3168857
MLS Listing,,Single Family Residential,1358 Hillview Ln,Napa,CA,94558,6750000,6,7.0,Napa,7774,87120,2021,46,868,,Active,,,http://www.redfin.com/CA/Napa/1358-Hillview-Ln-94558/home/12201331,BAREIS,22027534,N,Y,38.367947,-122.346556
MLS Listing,,Single Family Residential,651 Wall Rd,Napa,CA,94558,873000,4,6.0,Napa,3571,424710,2013,47,244,,Active,,,http://www.redfin.com/CA/Napa/651-Wall-Rd-94558/home/40492065,BAREIS,22027173,N,Y,38.425225,-122.4892785
MLS Listing,,Single Family Residential,1029 Foster Rd,Napa,CA,94558,1099000,3,2.0,Napa,1584,61751,1950,47,694,,Active,,,http://www.redfin.com/CA/Napa/1029-Foster-Rd-94558/home/12209381,BAREIS,22027491,N,Y,38.2793931,-122.3063447
MLS Listing,,Vacant Land,0 Country Club Ln #178,Napa,CA,94558,35000,,,Circle Oaks,,10019,,51,,33,Active,,,http://www.redfin.com/CA/Napa/178-Country-Club-Ln-94558/unit-178/home/173643683,BAREIS,22027169,N,Y,38.4070675,-122.2134494
MLS Listing,,Vacant Land,0 Country Club Dr #177,Napa,CA,94558,35000,,,Circle Oaks,,10890,,52,,33,Active,,,http://www.redfin.com/CA/Napa/177-Country-Club-Ln-94558/unit-177/home/173639942,BAREIS,22027146,N,Y,38.407256,-122.2133333
MLS Listing,,Ranch,2100 Curry Ln,Napa,CA,94559,6700000,2,3.0,Napa,6379,1028887,1996,53,1050,,Active,,,http://www.redfin.com/CA/Napa/2100-Curry-Ln-94559/home/114063796,BAREIS,22027030,N,Y,38.281572,-122.242347
MLS Listing,,Single Family Residential,2733 Stiles Ct,Napa,CA,94558,1100000,3,2.0,Napa,2004,12632,1966,53,549,,Active,,,http://www.redfin.com/CA/Napa/2733-Stiles-Ct-94558/home/12209375,BAREIS,22026364,N,Y,38.2811083,-122.3067212
MLS Listing,,Condo/Co-op,725 Cottage Dr,Napa,CA,94558,849000,2,2.0,Napa,1004,436,1972,55,846,551,Active,,,http://www.redfin.com/CA/Napa/725-Cottage-Dr-94558/home/12219342,BAREIS,22026829,N,Y,38.352876,-122.265059
MLS Listing,,Condo/Co-op,1600 Atlas Peak Rd #410,Napa,CA,94558,375000,1,1.0,Napa,429,,1968,56,874,403,Active,,,http://www.redfin.com/CA/Napa/1600-Atlas-Peak-Rd-94558/unit-410/home/12219509,BAREIS,22026792,N,Y,38.3474823,-122.2652982
MLS Listing,,Condo/Co-op,363 Pear Tree Ter Unit B,Napa,CA,94558,659000,3,2.5,Napa,1721,1307,2020,61,383,286,Active,,,http://www.redfin.com/CA/Napa/Unknown-94558/unit-B/home/172772495,BAREIS,22026373,N,Y,38.321685,-122.289929
MLS Listing,,Condo/Co-op,339 Pear Tree Ter Unit D,Napa,CA,94558,684182,3,2.5,Napa,1843,1307,2020,61,371,286,Active,,,http://www.redfin.com/CA/Napa/Unknown-94558/unit-D/home/172772479,BAREIS,22026372,N,Y,38.321616,-122.291369
MLS Listing,,Single Family Residential,33 Lighthouse Ct,Napa,CA,94559,1600000,4,3.0,Napa,2573,7627,1990,61,622,202,Active,,,http://www.redfin.com/CA/Napa/33-Lighthouse-Ct-94559/home/12209997,BAREIS,22026166,N,Y,38.2762698,-122.286057
MLS Listing,,Vacant Land,0 Grandview Dr,Napa,CA,94558,12800000,,,Napa,,4681393,,63,,,Active,,,http://www.redfin.com/CA/Napa/Grandview-Dr-94558/home/146443128,BAREIS,22025716,N,Y,38.27167,-122.317073
MLS Listing,,Ranch,1200 Grandview Dr,Napa,CA,94558,12800000,3,3.0,Napa,2128,4681393,1960,63,6015,,Active,,,http://www.redfin.com/CA/Napa/1200-Grandview-Dr-94558/home/12209235,BAREIS,22025668,N,Y,38.273726,-122.313244
MLS Listing,,Single Family Residential,1040 Loma Vista Dr,Napa,CA,94558,5995000,4,4.5,Napa,5000,50965,2020,63,1199,,Active,,,http://www.redfin.com/CA/Napa/1040-Loma-Vista-Dr-94558/home/12221698,BAREIS,22024406,N,Y,38.3761669,-122.2897117
MLS Listing,,Single Family Residential,1190 Hayes St,Napa,CA,94559,696000,2,1.0,Napa,1000,6098,1938,65,696,,Active,,,http://www.redfin.com/CA/Napa/1190-Hayes-St-94559/home/12187343,BAREIS,22026019,N,Y,38.3043042,-122.2924967
MLS Listing,,Ranch,4080 Atlas Peak Rd,Napa,CA,94558,7800000,3,2.5,Napa,3300,958320,1972,66,2364,,Active,,,http://www.redfin.com/CA/Napa/4080-Atlas-Peak-Rd-94558/home/21927228,BAREIS,22025794,N,Y,38.428303,-122.245838
MLS Listing,,Single Family Residential,1104 Clark St,Napa,CA,94559,2395000,4,3.5,Napa,4114,20909,2003,70,582,,Active,,,http://www.redfin.com/CA/Napa/1104-Clark-St-94559/home/12222183,BAREIS,22025263,N,Y,38.3118537,-122.2711266
MLS Listing,,Single Family Residential,1565 Partrick Rd,Napa,CA,94558,2850000,2,3.0,Napa,1755,901692,1939,72,1624,,Active,,,http://www.redfin.com/CA/Napa/1565-Partrick-Rd-94558/home/12214919,BAREIS,22024722,N,Y,38.314512,-122.3674307
MLS Listing,,Vacant Land,0 Chimney Rock Rd,Napa,CA,94558,1500000,,,Napa,,1750676,,75,,,Active,,,http://www.redfin.com/CA/Napa/5350-Silverado-Trl-94558/home/173428285,BAREIS,22024990,N,Y,38.3905194,-122.3136306
MLS Listing,,Ranch,1301 Duhig Rd,Napa,CA,94559,2500000,3,2.0,Napa,1933,435600,1971,80,1293,,Active,,,http://www.redfin.com/CA/Napa/1301-Duhig-Rd-94559/home/12214122,BAREIS,22023943,N,Y,38.247533,-122.358465
MLS Listing,,Single Family Residential,1010 Stonedge,Napa,CA,94558,2175000,5,2.5,Napa County,3093,47045,1977,80,,,Active,,,http://www.redfin.com/CA/Napa/1010-Stonedge-Dr-94558/home/12216460,MetroList,20056445,N,Y,38.2941774,-122.2287387
MLS Listing,,Single Family Residential,19 Aviara Ct,Napa,CA,94558,3195000,4,3.5,Napa,4221,15246,1998,81,757,444,Active,,,http://www.redfin.com/CA/Napa/19-Aviara-Ct-94558/home/12219890,BAREIS,22024094,N,Y,38.3531968,-122.2555738
MLS Listing,,Single Family Residential,582 E Spring St,Napa,CA,94559,2199000,3,3.0,Napa,2923,13939,1967,82,752,,Active,,,http://www.redfin.com/CA/Napa/582-E-Spring-St-94559/home/12191074,BAREIS,22024177,N,Y,38.305547,-122.2662528
MLS Listing,,Single Family Residential,324 Saint Andrews Dr,Napa,CA,94558,1895000,4,3.0,Napa,2998,16117,1973,86,632,,Active,,,http://www.redfin.com/CA/Napa/324-St-Andrews-Dr-94558/home/12219980,BAREIS,22023636,N,Y,38.3473967,-122.2541779
MLS Listing,,Condo/Co-op,1600 Atlas Peak Rd #258,Napa,CA,94558,450000,1,1.0,Napa,429,,1968,86,1049,352,Active,,,http://www.redfin.com/CA/Napa/1600-Atlas-Peak-Rd-94558/unit-258/home/12219386,BAREIS,22023769,N,Y,38.3500239,-122.2660352
MLS Listing,,Vacant Land,0 Wooden Valley Rd,Napa,CA,94558,12950000,,,Napa,,4878720,,86,,,Active,,,http://www.redfin.com/CA/Napa/1700-Wooden-Valley-Rd-94558/home/173916918,BAREIS,22023923,N,Y,38.364381,-122.1751742
MLS Listing,,Single Family Residential,405 Jefferson St,Napa,CA,94559,1998000,5,5.0,Napa,2810,6786,,88,711,,Active,,,http://www.redfin.com/CA/Napa/405-Jefferson-St-94559/home/12188810,BAREIS,22022554,N,Y,38.291375,-122.2945623
MLS Listing,,Vacant Land,411 Jefferson St,Napa,CA,94559,599000,,,Napa,,5663,,88,,,Active,,,http://www.redfin.com/CA/Napa/411-Jefferson-St-94559/home/40492053,BAREIS,22023458,N,Y,38.2915133,-122.2945171
MLS Listing,,Single Family Residential,1102 Coombsville Rd,Napa,CA,94558,774500,3,2.0,Napa,1110,14375,1938,90,698,,Active,,,http://www.redfin.com/CA/Napa/1102-Coombsville-Rd-94558/home/12212205,BAREIS,22023045,N,Y,38.2965548,-122.264004
MLS Listing,,Vacant Land,0 Blackwood Ct,Napa,CA,94558,16000,,,Circle Oaks,,10454,,91,,33,Active,,,http://www.redfin.com/CA/Unknown/Blackwood-Ct-94558/home/17546930,BAREIS,22023319,N,Y,38.407641,-122.212681
MLS Listing,,Vacant Land,0 Juniper Dr,Napa,CA,94558,22000,,,Napa,,10890,,91,,33,Active,,,http://www.redfin.com/CA/Unknown/Juniper-Dr-94558/home/113059169,BAREIS,22023316,N,Y,38.406994,-122.214086
MLS Listing,,Single Family Residential,2022 2020 Pine St,Napa,CA,94559,1775000,8,5.0,Napa,4205,13953,,94,422,,Active,,,http://www.redfin.com/CA/Napa/2020-Pine-St-94559/home/173290631,BAREIS,22023177,N,Y,38.2913948,-122.2964228
MLS Listing,,Single Family Residential,2085 Monticello Rd,Napa,CA,94558,1125000,3,2.0,Napa,1855,21780,1972,94,606,,Active,,,http://www.redfin.com/CA/Napa/2085-Monticello-Rd-94558/home/12214443,BAREIS,22022670,N,Y,38.3410233,-122.2568146
MLS Listing,,Single Family Residential,1030 Hagen Rd,Napa,CA,94558,1174000,3,3.0,Napa,1807,21780,1963,95,650,,Active,,,http://www.redfin.com/CA/Napa/1030-Hagen-Rd-94558/home/17246910,BAREIS,22023096,N,Y,38.3213575,-122.2711266
MLS Listing,,Vacant Land,25 Pinnacle Peak St,Napa,CA,94558,650000,,,Napa,,17860,,96,,,Active,,,http://www.redfin.com/CA/Napa/25-Pinnacle-Peak-St-94558/home/12219931,BAREIS,22022994,N,Y,38.3518163,-122.2513418
MLS Listing,,Condo/Co-op,588 Main St #324,Napa,CA,94559,1250000,2,2.0,Napa,1688,871,2009,96,741,581,Active,,,http://www.redfin.com/CA/Napa/588-Main-St-94559/unit-324/home/28893464,BAREIS,22022674,N,Y,38.2967322,-122.2829295
MLS Listing,,Single Family Residential,21 Lighthouse Ct,Napa,CA,94559,1395000,4,2.5,Napa,2190,5663,1992,96,637,202,Active,,,http://www.redfin.com/CA/Napa/21-Lighthouse-Ct-94559/home/12210144,BAREIS,22022901,N,Y,38.2758598,-122.2863337
MLS Listing,,Vacant Land,0 Dry Creek Rd,Napa,CA,94558,795000,,,Napa,,,,97,,,Active,,,http://www.redfin.com/CA/Napa/Dry-Creek-Rd-Unknown/home/17546262,BAREIS,22022742,N,Y,38.403925,-122.427
MLS Listing,,Single Family Residential,1106 Clark St,Napa,CA,94559,2795000,5,3.5,Napa,4300,18295,2004,99,650,,Active,,,http://www.redfin.com/CA/Napa/1106-Clark-St-94559/home/12222184,BAREIS,22022394,N,Y,38.3113851,-122.2710771
MLS Listing,,Condo/Co-op,1314 Mckinstry St #2054,Napa,CA,94559,410000,0,1.0,Napa,412,436,2008,100,995,645,Active,,,http://www.redfin.com/CA/Napa/1314-McKinstry-St-94559/unit-2054/home/12224897,BAREIS,22022463,N,Y,38.3032943,-122.2834532
MLS Listing,,Single Family Residential,2230 Georgia St,Napa,CA,94559,1300000,4,3.0,Napa,2577,5663,2020,102,504,,Active,,,http://www.redfin.com/CA/Napa/2230-Georgia-St-94559/home/12186482,BAREIS,22022305,N,Y,38.3072505,-122.2971758
MLS Listing,,Condo/Co-op,405 Freeway Dr,Napa,CA,94558,370405,2,1.0,Napa,900,1235,1980,103,412,325,Active,,,http://www.redfin.com/CA/Napa/405-Freeway-Dr-94558/home/12190034,BAREIS,22021954,N,Y,38.292686,-122.303335
MLS Listing,,Vacant Land,618 Chaparral Cir,Napa,CA,94558,995000,,,Napa,,52272,,104,,444,Active,,,http://www.redfin.com/CA/Napa/618-Chaparral-Cir-94558/home/12219859,BAREIS,22021995,N,Y,38.3583187,-122.2540007
MLS Listing,,Condo/Co-op,588 Main St #306,Napa,CA,94559,1285000,2,2.0,Napa,1725,828,2009,104,745,541,Active,,,http://www.redfin.com/CA/Napa/588-Main-St-94559/unit-306/home/28893470,BAREIS,22021964,N,Y,38.2968361,-122.2833467
MLS Listing,,Vacant Land,1140 1144 Steele Canyon Rd,Napa,CA,94558,89000,,,Berryessa,,31755,,107,,,Active,,,http://www.redfin.com/CA/Napa/1144-Steele-Canyon-Rd-94558/home/173151265,BAREIS,22021740,N,Y,38.5164051,-122.1868801
MLS Listing,,Townhouse,327 Pear Tree Ter,NAPA,CA,94558,674058,3,2.5,NAPA,1843,1243,2020,108,366,286,Active,,,http://www.redfin.com/CA/Napa/327-Pear-Tree-Ln-94558/home/170470553,MLSListings,ML81810266,N,Y,38.321616,-122.291369
MLS Listing,,Vacant Land,440 Monte vista Ct,Napa,CA,94559,850000,,,Napa,,43996,,108,,80,Active,,,http://www.redfin.com/CA/Napa/440-Monte-Vista-Ct-94559/home/63620769,BAREIS,22021688,N,Y,38.3063755,-122.2607766
MLS Listing,,Vacant Land,56 Greenbriar Cir,Napa,CA,94558,504000,,,Napa,,,,110,,444,Active,,,http://www.redfin.com/CA/Napa/56-Greenbriar-Cir-94558/home/12222104,BAREIS,22020994,N,Y,38.3548755,-122.2546211
MLS Listing,,Vacant Land,1034 Loma Vista Dr,Napa,CA,94558,2450000,,,Napa,,300564,,111,,,Active,,,http://www.redfin.com/CA/Napa/1034-Loma-Vista-Dr-94558/home/12205673,BAREIS,22021319,N,Y,38.372027,-122.286351
MLS Listing,,Single Family Residential,4110 Mckinnon Rd,Napa,CA,94559,1150000,2,1.0,Napa,996,70132,1950,112,1155,,Active,,,http://www.redfin.com/CA/Napa/4110-McKinnon-Rd-94559/home/12214137,BAREIS,22021296,N,Y,38.2458945,-122.3318981
MLS Listing,,Single Family Residential,1536 Juanita St,Napa,CA,94559,1140000,4,2.5,Napa,2487,17245,2018,114,458,,Active,,,http://www.redfin.com/CA/Napa/1536-Juanita-St-94559/home/109571866,BAREIS,22020551,N,Y,38.2865688,-122.2558005
MLS Listing,,Single Family Residential,184 Stone Mountain Cir,Napa,CA,94558,1795000,3,2.5,Napa,2630,4443,2000,114,683,444,Active,,,http://www.redfin.com/CA/Napa/184-Stone-Mountain-Cir-94558/home/12220243,BAREIS,22020609,N,Y,38.3548439,-122.2527377
MLS Listing,,Condo/Co-op,1600 Atlas Peak Rd #240,Napa,CA,94558,499000,1,1.0,Napa,429,,1968,115,1163,352,Active,,,http://www.redfin.com/CA/Napa/1600-Atlas-Peak-Rd-94558/unit-240/home/12219449,BAREIS,22021096,N,Y,38.3495414,-122.2657496
MLS Listing,,Single Family Residential,2005 Oakville Grade Rd,Napa,CA,94558,2200000,2,2.0,Napa,1850,963547,1932,116,1189,,Active,,,http://www.redfin.com/CA/Napa/2005-Oakville-Grade-Rd-94558/home/95469888,BAREIS,22020945,N,Y,38.4107196,-122.4279009
MLS Listing,,Mobile/Manufactured Home,55 newell Cir,Napa,CA,94558,229900,3,2.0,Napa,1280,,1972,122,180,,Active,,,http://www.redfin.com/CA/Napa/55-Newell-Cir-94558/home/145282074,BAREIS,22019247,N,Y,38.339897,-122.330786
MLS Listing,,Mobile/Manufactured Home,6004 monticello Rd #15,Napa,CA,94558,134950,3,2.0,Berryessa,1232,,2020,122,110,,Active,,,http://www.redfin.com/CA/Napa/6004-Monticello-Rd-94558/unit-15/home/22602013,BAREIS,22020280,N,Y,38.4439772,-122.1980435
MLS Listing,,Single Family Residential,1042 darms Ln,Napa,CA,94558,2700000,2,2.5,Napa,2266,43560,2014,122,1192,,Active,,,http://www.redfin.com/CA/Napa/1042-Darms-Ln-94558/home/12201337,BAREIS,22019517,N,Y,38.3652392,-122.3411083
MLS Listing,,Single Family Residential,1033 Terrace,Napa,CA,94559,560000,3,3.0,Napa,2585,20674,1940,124,217,,Active,,,http://www.redfin.com/CA/Napa/1033-Terrace-94559/home/170484800,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918300,N,Y,38.22965,-122.3220894
MLS Listing,,Single Family Residential,1033 Terrace Dr,Napa,CA,94559,560000,3,3.0,Napa,2585,20674,1940,124,217,,Active,,,http://www.redfin.com/CA/Napa/1033-Terrace-Dr-94559/home/12212262,BAREIS,22020296,N,Y,38.2957604,-122.2702072
MLS Listing,,Vacant Land,0 Jefferson St,Napa,CA,94558,3995000,,,Napa,,2090880,,125,,,Active,,,http://www.redfin.com/CA/Napa/2290-Jefferson-St-94559/home/56638947,BAREIS,22020125,N,Y,38.3078089,-122.2949388
MLS Listing,,Single Family Residential,3225 Soda Canyon Rd,Napa,CA,94558,7000000,1,2.0,Napa,2680,2613600,2003,133,2612,,Active,,,http://www.redfin.com/CA/Napa/3225-Soda-Canyon-Rd-94558/home/40533415,BAREIS,22019027,N,Y,38.429998,-122.305631
